Step,Validation Loss,Optimizer,Architecture,Attention Type,Weight Tying,Attention Sink
2.0,2.315696120262146,ADAMW,MoE,Full Context,Tied Weights,No Sink (Gated)
3.0,2.1374924540519715,ADAMW,MoE,Full Context,Tied Weights,No Sink (Gated)
4.0,2.070833671092987,ADAMW,MoE,Full Context,Tied Weights,No Sink (Gated)
5.0,2.0054013609886168,ADAMW,MoE,Full Context,Tied Weights,No Sink (Gated)
6.0,1.9768209517002107,ADAMW,MoE,Full Context,Tied Weights,No Sink (Gated)
7.0,1.9034153878688813,ADAMW,MoE,Full Context,Tied Weights,No Sink (Gated)
8.0,1.8614739298820495,ADAMW,MoE,Full Context,Tied Weights,No Sink (Gated)
9.0,1.8209420502185822,ADAMW,MoE,Full Context,Tied Weights,No Sink (Gated)
10.0,1.7805581092834473,ADAMW,MoE,Full Context,Tied Weights,No Sink (Gated)
11.0,1.7632427513599396,ADAMW,MoE,Full Context,Tied Weights,No Sink (Gated)
0.0,4.9731395721435545,LION,Dense,Sliding Window,Tied Weights,Standard Attention
1.0,2.9104989647865294,LION,Dense,Sliding Window,Tied Weights,Standard Attention
2.0,2.630611765384674,LION,Dense,Sliding Window,Tied Weights,Standard Attention
3.0,2.510107672214508,LION,Dense,Sliding Window,Tied Weights,Standard Attention
4.0,2.5427214384078978,LION,Dense,Sliding Window,Tied Weights,Standard Attention
5.0,2.546038019657135,LION,Dense,Sliding Window,Tied Weights,Standard Attention
6.0,2.5697583198547362,LION,Dense,Sliding Window,Tied Weights,Standard Attention
7.0,2.5949256658554076,LION,Dense,Sliding Window,Tied Weights,Standard Attention
8.0,2.5395095586776733,LION,Dense,Sliding Window,Tied Weights,Standard Attention
9.0,2.509136462211609,LION,Dense,Sliding Window,Tied Weights,Standard Attention
10.0,2.4776169061660767,LION,Dense,Sliding Window,Tied Weights,Standard Attention
11.0,2.4685056805610657,LION,Dense,Sliding Window,Tied Weights,Standard Attention
0.0,4.797744941711426,ADAFACTOR,MoE,Sliding Window,Tied Weights,Standard Attention
1.0,3.245627593994141,ADAFACTOR,MoE,Sliding Window,Tied Weights,Standard Attention
2.0,2.8505473375320434,ADAFACTOR,MoE,Sliding Window,Tied Weights,Standard Attention
3.0,2.7083186745643615,ADAFACTOR,MoE,Sliding Window,Tied Weights,Standard Attention
4.0,2.5692256927490233,ADAFACTOR,MoE,Sliding Window,Tied Weights,Standard Attention
5.0,2.466649889945984,ADAFACTOR,MoE,Sliding Window,Tied Weights,Standard Attention
6.0,2.406747877597809,ADAFACTOR,MoE,Sliding Window,Tied Weights,Standard Attention
7.0,2.3298593044281004,ADAFACTOR,MoE,Sliding Window,Tied Weights,Standard Attention
8.0,2.2865543723106385,ADAFACTOR,MoE,Sliding Window,Tied Weights,Standard Attention
9.0,2.2460265159606934,ADAFACTOR,MoE,Sliding Window,Tied Weights,Standard Attention
10.0,2.2106713891029357,ADAFACTOR,MoE,Sliding Window,Tied Weights,Standard Attention
11.0,2.1908330798149107,ADAFACTOR,MoE,Sliding Window,Tied Weights,Standard Attention
12.0,2.1545689344406127,ADAFACTOR,MoE,Sliding Window,Tied Weights,Standard Attention
13.0,2.1403342485427856,ADAFACTOR,MoE,Sliding Window,Tied Weights,Standard Attention
14.0,2.1284634470939636,ADAFACTOR,MoE,Sliding Window,Tied Weights,Standard Attention
15.0,2.121955704689026,ADAFACTOR,MoE,Sliding Window,Tied Weights,Standard Attention
16.0,2.1108681201934814,ADAFACTOR,MoE,Sliding Window,Tied Weights,Standard Attention
17.0,2.1059189081192016,ADAFACTOR,MoE,Sliding Window,Tied Weights,Standard Attention
18.0,2.092082953453064,ADAFACTOR,MoE,Sliding Window,Tied Weights,Standard Attention
19.0,2.086804461479187,ADAFACTOR,MoE,Sliding Window,Tied Weights,Standard Attention
20.0,2.094191861152649,ADAFACTOR,MoE,Sliding Window,Tied Weights,Standard Attention
21.0,2.082095432281494,ADAFACTOR,MoE,Sliding Window,Tied Weights,Standard Attention
22.0,2.0856690049171447,ADAFACTOR,MoE,Sliding Window,Tied Weights,Standard Attention
23.0,2.078671967983246,ADAFACTOR,MoE,Sliding Window,Tied Weights,Standard Attention
0.0,4.888895916938782,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
1.0,2.582478427886963,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
2.0,1.9972762286663055,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
3.0,1.7743873417377471,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
4.0,1.6443344414234162,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
5.0,1.5929342329502105,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
6.0,1.5586779177188874,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
7.0,1.55569429397583,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
8.0,1.5678695678710937,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
9.0,1.58887477517128,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
10.0,1.5890586376190186,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
11.0,1.6079781889915465,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
0.0,5.100356936454773,LION,Dense,Sliding Window,Tied Weights,No Sink (Gated)
1.0,2.548692059516907,LION,Dense,Sliding Window,Tied Weights,No Sink (Gated)
2.0,2.2487000107765196,LION,Dense,Sliding Window,Tied Weights,No Sink (Gated)
3.0,2.1024759650230407,LION,Dense,Sliding Window,Tied Weights,No Sink (Gated)
4.0,2.017425948381424,LION,Dense,Sliding Window,Tied Weights,No Sink (Gated)
5.0,1.982585883140564,LION,Dense,Sliding Window,Tied Weights,No Sink (Gated)
0.0,5.494364213943482,ADAMW,MoE,Full Context,Untied Weights,No Sink (Gated)
1.0,3.140762484073639,ADAMW,MoE,Full Context,Untied Weights,No Sink (Gated)
2.0,3.016229176521301,ADAMW,MoE,Full Context,Untied Weights,No Sink (Gated)
3.0,2.6218348503112794,ADAMW,MoE,Full Context,Untied Weights,No Sink (Gated)
4.0,2.546096587181091,ADAMW,MoE,Full Context,Untied Weights,No Sink (Gated)
0.0,5.143133926391601,ADAFACTOR,Dense,Full Context,Untied Weights,Standard Attention
1.0,4.169793796539307,ADAFACTOR,Dense,Full Context,Untied Weights,Standard Attention
2.0,3.277595114707947,ADAFACTOR,Dense,Full Context,Untied Weights,Standard Attention
3.0,3.1012042641639708,ADAFACTOR,Dense,Full Context,Untied Weights,Standard Attention
4.0,3.0358742117881774,ADAFACTOR,Dense,Full Context,Untied Weights,Standard Attention
5.0,2.986310935020447,ADAFACTOR,Dense,Full Context,Untied Weights,Standard Attention
6.0,2.9193168759346007,ADAFACTOR,Dense,Full Context,Untied Weights,Standard Attention
7.0,2.8502296924591066,ADAFACTOR,Dense,Full Context,Untied Weights,Standard Attention
8.0,2.796066975593567,ADAFACTOR,Dense,Full Context,Untied Weights,Standard Attention
9.0,2.759402906894684,ADAFACTOR,Dense,Full Context,Untied Weights,Standard Attention
10.0,2.7397639036178587,ADAFACTOR,Dense,Full Context,Untied Weights,Standard Attention
11.0,2.726578986644745,ADAFACTOR,Dense,Full Context,Untied Weights,Standard Attention
12.0,2.7097437262535093,ADAFACTOR,Dense,Full Context,Untied Weights,Standard Attention
13.0,2.70831983089447,ADAFACTOR,Dense,Full Context,Untied Weights,Standard Attention
0.0,4.5239681005477905,ADAFACTOR,Dense,Full Context,Untied Weights,Standard Attention
1.0,2.9423160433769224,ADAFACTOR,Dense,Full Context,Untied Weights,Standard Attention
2.0,2.483767938613892,ADAFACTOR,Dense,Full Context,Untied Weights,Standard Attention
3.0,2.216925346851349,ADAFACTOR,Dense,Full Context,Untied Weights,Standard Attention
4.0,2.067072343826294,ADAFACTOR,Dense,Full Context,Untied Weights,Standard Attention
5.0,1.957020741701126,ADAFACTOR,Dense,Full Context,Untied Weights,Standard Attention
6.0,1.9121721744537354,ADAFACTOR,Dense,Full Context,Untied Weights,Standard Attention
7.0,1.8378637552261352,ADAFACTOR,Dense,Full Context,Untied Weights,Standard Attention
8.0,1.79257173538208,ADAFACTOR,Dense,Full Context,Untied Weights,Standard Attention
9.0,1.7452818036079407,ADAFACTOR,Dense,Full Context,Untied Weights,Standard Attention
10.0,1.7041092455387115,ADAFACTOR,Dense,Full Context,Untied Weights,Standard Attention
11.0,1.6897188544273376,ADAFACTOR,Dense,Full Context,Untied Weights,Standard Attention
12.0,1.6776511907577514,ADAFACTOR,Dense,Full Context,Untied Weights,Standard Attention
13.0,1.6762675166130065,ADAFACTOR,Dense,Full Context,Untied Weights,Standard Attention
0.0,4.564610314369202,ADAFACTOR,Dense,Sliding Window,Untied Weights,Standard Attention
1.0,2.792301595211029,ADAFACTOR,Dense,Sliding Window,Untied Weights,Standard Attention
2.0,2.1910905718803404,ADAFACTOR,Dense,Sliding Window,Untied Weights,Standard Attention
3.0,2.047064280509949,ADAFACTOR,Dense,Sliding Window,Untied Weights,Standard Attention
4.0,1.947964185476303,ADAFACTOR,Dense,Sliding Window,Untied Weights,Standard Attention
5.0,1.837699109315872,ADAFACTOR,Dense,Sliding Window,Untied Weights,Standard Attention
6.0,1.7443030655384064,ADAFACTOR,Dense,Sliding Window,Untied Weights,Standard Attention
7.0,1.690208947658539,ADAFACTOR,Dense,Sliding Window,Untied Weights,Standard Attention
8.0,1.665228259563446,ADAFACTOR,Dense,Sliding Window,Untied Weights,Standard Attention
9.0,1.6180617213249207,ADAFACTOR,Dense,Sliding Window,Untied Weights,Standard Attention
10.0,1.626679688692093,ADAFACTOR,Dense,Sliding Window,Untied Weights,Standard Attention
11.0,1.631820797920227,ADAFACTOR,Dense,Sliding Window,Untied Weights,Standard Attention
12.0,1.6344276547431946,ADAFACTOR,Dense,Sliding Window,Untied Weights,Standard Attention
13.0,1.6641282320022583,ADAFACTOR,Dense,Sliding Window,Untied Weights,Standard Attention
14.0,1.678800505399704,ADAFACTOR,Dense,Sliding Window,Untied Weights,Standard Attention
15.0,1.720014262199402,ADAFACTOR,Dense,Sliding Window,Untied Weights,Standard Attention
16.0,1.7344708263874054,ADAFACTOR,Dense,Sliding Window,Untied Weights,Standard Attention
17.0,1.7728842318058013,ADAFACTOR,Dense,Sliding Window,Untied Weights,Standard Attention
18.0,1.8312503099441528,ADAFACTOR,Dense,Sliding Window,Untied Weights,Standard Attention
19.0,1.8686205804347993,ADAFACTOR,Dense,Sliding Window,Untied Weights,Standard Attention
20.0,1.8671971201896667,ADAFACTOR,Dense,Sliding Window,Untied Weights,Standard Attention
21.0,1.8923449277877809,ADAFACTOR,Dense,Sliding Window,Untied Weights,Standard Attention
22.0,1.8954555213451385,ADAFACTOR,Dense,Sliding Window,Untied Weights,Standard Attention
23.0,1.8804036200046539,ADAFACTOR,Dense,Sliding Window,Untied Weights,Standard Attention
0.0,4.881451725959778,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
1.0,2.8511321783065795,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
2.0,2.297975993156433,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
3.0,2.026113599538803,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
4.0,1.8972455203533172,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
5.0,1.8173932671546935,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
6.0,1.7665517151355743,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
7.0,1.7298510670661926,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
8.0,1.7183220028877257,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
9.0,1.7206572532653808,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
0.0,5.251001858711243,LION,MoE,Full Context,Untied Weights,No Sink (Gated)
1.0,2.9330880522727965,LION,MoE,Full Context,Untied Weights,No Sink (Gated)
2.0,2.7138325452804564,LION,MoE,Full Context,Untied Weights,No Sink (Gated)
3.0,2.489937949180603,LION,MoE,Full Context,Untied Weights,No Sink (Gated)
4.0,2.3883491158485413,LION,MoE,Full Context,Untied Weights,No Sink (Gated)
5.0,2.2999601006507873,LION,MoE,Full Context,Untied Weights,No Sink (Gated)
6.0,2.262687849998474,LION,MoE,Full Context,Untied Weights,No Sink (Gated)
7.0,2.224090850353241,LION,MoE,Full Context,Untied Weights,No Sink (Gated)
8.0,2.197113907337189,LION,MoE,Full Context,Untied Weights,No Sink (Gated)
9.0,2.183433675765991,LION,MoE,Full Context,Untied Weights,No Sink (Gated)
10.0,2.163455069065094,LION,MoE,Full Context,Untied Weights,No Sink (Gated)
11.0,2.1549914956092833,LION,MoE,Full Context,Untied Weights,No Sink (Gated)
12.0,2.125127613544464,LION,MoE,Full Context,Untied Weights,No Sink (Gated)
13.0,2.125547909736633,LION,MoE,Full Context,Untied Weights,No Sink (Gated)
0.0,4.580934166908264,LION,MoE,Full Context,Tied Weights,Standard Attention
1.0,3.0788329601287843,LION,MoE,Full Context,Tied Weights,Standard Attention
2.0,3.0639288783073426,LION,MoE,Full Context,Tied Weights,Standard Attention
3.0,3.0703959703445434,LION,MoE,Full Context,Tied Weights,Standard Attention
4.0,3.0649359107017515,LION,MoE,Full Context,Tied Weights,Standard Attention
5.0,3.057149684429169,LION,MoE,Full Context,Tied Weights,Standard Attention
6.0,3.048495554924011,LION,MoE,Full Context,Tied Weights,Standard Attention
7.0,2.9610731959342957,LION,MoE,Full Context,Tied Weights,Standard Attention
8.0,2.877762830257416,LION,MoE,Full Context,Tied Weights,Standard Attention
9.0,2.853508102893829,LION,MoE,Full Context,Tied Weights,Standard Attention
0.0,5.067517209053039,ADAFACTOR,MoE,Sliding Window,Tied Weights,Standard Attention
1.0,3.21353657245636,ADAFACTOR,MoE,Sliding Window,Tied Weights,Standard Attention
2.0,2.789386522769928,ADAFACTOR,MoE,Sliding Window,Tied Weights,Standard Attention
3.0,2.4580383896827698,ADAFACTOR,MoE,Sliding Window,Tied Weights,Standard Attention
4.0,2.280179512500763,ADAFACTOR,MoE,Sliding Window,Tied Weights,Standard Attention
5.0,2.135166072845459,ADAFACTOR,MoE,Sliding Window,Tied Weights,Standard Attention
6.0,2.053911876678467,ADAFACTOR,MoE,Sliding Window,Tied Weights,Standard Attention
7.0,1.9881328225135804,ADAFACTOR,MoE,Sliding Window,Tied Weights,Standard Attention
8.0,1.9182771265506744,ADAFACTOR,MoE,Sliding Window,Tied Weights,Standard Attention
9.0,1.8744211614131927,ADAFACTOR,MoE,Sliding Window,Tied Weights,Standard Attention
10.0,1.8665632069110871,ADAFACTOR,MoE,Sliding Window,Tied Weights,Standard Attention
11.0,1.861307567358017,ADAFACTOR,MoE,Sliding Window,Tied Weights,Standard Attention
0.0,4.9766041994094845,LION,MoE,Sliding Window,Tied Weights,No Sink (Gated)
1.0,3.0482139945030213,LION,MoE,Sliding Window,Tied Weights,No Sink (Gated)
2.0,2.90885591506958,LION,MoE,Sliding Window,Tied Weights,No Sink (Gated)
3.0,2.9422078490257264,LION,MoE,Sliding Window,Tied Weights,No Sink (Gated)
4.0,2.9036011576652525,LION,MoE,Sliding Window,Tied Weights,No Sink (Gated)
5.0,2.8283583164215087,LION,MoE,Sliding Window,Tied Weights,No Sink (Gated)
6.0,2.802786636352539,LION,MoE,Sliding Window,Tied Weights,No Sink (Gated)
7.0,2.7536423087120054,LION,MoE,Sliding Window,Tied Weights,No Sink (Gated)
8.0,2.748155915737152,LION,MoE,Sliding Window,Tied Weights,No Sink (Gated)
9.0,2.7458574533462525,LION,MoE,Sliding Window,Tied Weights,No Sink (Gated)
0.0,4.985931944847107,ADAFACTOR,Dense,Full Context,Tied Weights,Standard Attention
1.0,2.8376163840293884,ADAFACTOR,Dense,Full Context,Tied Weights,Standard Attention
2.0,2.397149753570557,ADAFACTOR,Dense,Full Context,Tied Weights,Standard Attention
3.0,2.200164020061493,ADAFACTOR,Dense,Full Context,Tied Weights,Standard Attention
0.0,4.967535758018494,LION,Dense,Full Context,Tied Weights,No Sink (Gated)
1.0,2.652941334247589,LION,Dense,Full Context,Tied Weights,No Sink (Gated)
2.0,2.4469005465507507,LION,Dense,Full Context,Tied Weights,No Sink (Gated)
3.0,2.3497262716293337,LION,Dense,Full Context,Tied Weights,No Sink (Gated)
4.0,2.315488839149475,LION,Dense,Full Context,Tied Weights,No Sink (Gated)
5.0,2.3197205901145934,LION,Dense,Full Context,Tied Weights,No Sink (Gated)
6.0,2.302909529209137,LION,Dense,Full Context,Tied Weights,No Sink (Gated)
7.0,2.351069188117981,LION,Dense,Full Context,Tied Weights,No Sink (Gated)
8.0,2.327852261066437,LION,Dense,Full Context,Tied Weights,No Sink (Gated)
9.0,2.30295934677124,LION,Dense,Full Context,Tied Weights,No Sink (Gated)
10.0,2.345642292499542,LION,Dense,Full Context,Tied Weights,No Sink (Gated)
11.0,2.331544291973114,LION,Dense,Full Context,Tied Weights,No Sink (Gated)
12.0,2.3086748123168945,LION,Dense,Full Context,Tied Weights,No Sink (Gated)
13.0,2.3112529516220093,LION,Dense,Full Context,Tied Weights,No Sink (Gated)
0.0,4.847738456726074,LION,MoE,Sliding Window,Tied Weights,No Sink (Gated)
1.0,2.7744094252586367,LION,MoE,Sliding Window,Tied Weights,No Sink (Gated)
2.0,2.458407533168793,LION,MoE,Sliding Window,Tied Weights,No Sink (Gated)
3.0,2.3476598024368287,LION,MoE,Sliding Window,Tied Weights,No Sink (Gated)
0.0,5.064120507240295,LION,Dense,Full Context,Untied Weights,No Sink (Gated)
1.0,2.6941052675247192,LION,Dense,Full Context,Untied Weights,No Sink (Gated)
2.0,2.4283668279647825,LION,Dense,Full Context,Untied Weights,No Sink (Gated)
3.0,2.2575533986091614,LION,Dense,Full Context,Untied Weights,No Sink (Gated)
4.0,2.1401220321655274,LION,Dense,Full Context,Untied Weights,No Sink (Gated)
5.0,2.0506479859352114,LION,Dense,Full Context,Untied Weights,No Sink (Gated)
6.0,1.99425910115242,LION,Dense,Full Context,Untied Weights,No Sink (Gated)
7.0,1.9418709039688111,LION,Dense,Full Context,Untied Weights,No Sink (Gated)
8.0,1.9089339971542358,LION,Dense,Full Context,Untied Weights,No Sink (Gated)
9.0,1.8783442318439483,LION,Dense,Full Context,Untied Weights,No Sink (Gated)
10.0,1.8668821215629579,LION,Dense,Full Context,Untied Weights,No Sink (Gated)
11.0,1.860428237915039,LION,Dense,Full Context,Untied Weights,No Sink (Gated)
0.0,5.495042562484741,ADAFACTOR,MoE,Sliding Window,Tied Weights,No Sink (Gated)
1.0,3.051331567764282,ADAFACTOR,MoE,Sliding Window,Tied Weights,No Sink (Gated)
2.0,2.6939712285995485,ADAFACTOR,MoE,Sliding Window,Tied Weights,No Sink (Gated)
3.0,2.550631248950958,ADAFACTOR,MoE,Sliding Window,Tied Weights,No Sink (Gated)
4.0,2.318696165084839,ADAFACTOR,MoE,Sliding Window,Tied Weights,No Sink (Gated)
5.0,2.1778270840644836,ADAFACTOR,MoE,Sliding Window,Tied Weights,No Sink (Gated)
6.0,2.0505425572395324,ADAFACTOR,MoE,Sliding Window,Tied Weights,No Sink (Gated)
7.0,1.9813263654708861,ADAFACTOR,MoE,Sliding Window,Tied Weights,No Sink (Gated)
8.0,1.9520769655704497,ADAFACTOR,MoE,Sliding Window,Tied Weights,No Sink (Gated)
9.0,1.9466772675514221,ADAFACTOR,MoE,Sliding Window,Tied Weights,No Sink (Gated)
0.0,4.783910322189331,LION,Dense,Full Context,Tied Weights,Standard Attention
1.0,2.9995540142059327,LION,Dense,Full Context,Tied Weights,Standard Attention
2.0,2.7289795875549316,LION,Dense,Full Context,Tied Weights,Standard Attention
3.0,2.4316187739372253,LION,Dense,Full Context,Tied Weights,Standard Attention
4.0,2.2651695251464843,LION,Dense,Full Context,Tied Weights,Standard Attention
5.0,2.1381039142608644,LION,Dense,Full Context,Tied Weights,Standard Attention
6.0,2.0636418163776398,LION,Dense,Full Context,Tied Weights,Standard Attention
7.0,1.9843684017658234,LION,Dense,Full Context,Tied Weights,Standard Attention
