Step,Validation Loss,Optimizer,Architecture,Attention Type,Weight Tying,Attention Sink
6.0,1.6556007385253906,ADAMW,MoE,Sliding Window,Tied Weights,No Sink (Gated)
0.0,5.084810709953308,LION,MoE,Full Context,Untied Weights,No Sink (Gated)
1.0,3.0746395111083986,LION,MoE,Full Context,Untied Weights,No Sink (Gated)
2.0,2.783730983734131,LION,MoE,Full Context,Untied Weights,No Sink (Gated)
3.0,2.624194073677063,LION,MoE,Full Context,Untied Weights,No Sink (Gated)
4.0,2.551489198207855,LION,MoE,Full Context,Untied Weights,No Sink (Gated)
0.0,4.590073227882385,ADAFACTOR,MoE,Full Context,Untied Weights,No Sink (Gated)
1.0,3.435417628288269,ADAFACTOR,MoE,Full Context,Untied Weights,No Sink (Gated)
2.0,2.8194262385368347,ADAFACTOR,MoE,Full Context,Untied Weights,No Sink (Gated)
3.0,2.640927731990814,ADAFACTOR,MoE,Full Context,Untied Weights,No Sink (Gated)
4.0,2.5319473505020142,ADAFACTOR,MoE,Full Context,Untied Weights,No Sink (Gated)
5.0,2.461096453666687,ADAFACTOR,MoE,Full Context,Untied Weights,No Sink (Gated)
6.0,2.410544764995575,ADAFACTOR,MoE,Full Context,Untied Weights,No Sink (Gated)
7.0,2.3280349254608153,ADAFACTOR,MoE,Full Context,Untied Weights,No Sink (Gated)
8.0,2.2698572635650636,ADAFACTOR,MoE,Full Context,Untied Weights,No Sink (Gated)
9.0,2.2227158427238463,ADAFACTOR,MoE,Full Context,Untied Weights,No Sink (Gated)
10.0,2.1772781014442444,ADAFACTOR,MoE,Full Context,Untied Weights,No Sink (Gated)
11.0,2.1568806886672975,ADAFACTOR,MoE,Full Context,Untied Weights,No Sink (Gated)
12.0,2.136429822444916,ADAFACTOR,MoE,Full Context,Untied Weights,No Sink (Gated)
13.0,2.1318654775619508,ADAFACTOR,MoE,Full Context,Untied Weights,No Sink (Gated)
0.0,4.9580793380737305,ADAFACTOR,MoE,Sliding Window,Untied Weights,No Sink (Gated)
1.0,3.1475852370262145,ADAFACTOR,MoE,Sliding Window,Untied Weights,No Sink (Gated)
2.0,2.664063882827759,ADAFACTOR,MoE,Sliding Window,Untied Weights,No Sink (Gated)
3.0,2.5089577198028565,ADAFACTOR,MoE,Sliding Window,Untied Weights,No Sink (Gated)
4.0,2.4054916501045227,ADAFACTOR,MoE,Sliding Window,Untied Weights,No Sink (Gated)
5.0,2.315140926837921,ADAFACTOR,MoE,Sliding Window,Untied Weights,No Sink (Gated)
6.0,2.2379778623580933,ADAFACTOR,MoE,Sliding Window,Untied Weights,No Sink (Gated)
7.0,2.181766390800476,ADAFACTOR,MoE,Sliding Window,Untied Weights,No Sink (Gated)
8.0,2.165250074863434,ADAFACTOR,MoE,Sliding Window,Untied Weights,No Sink (Gated)
9.0,2.1516504764556883,ADAFACTOR,MoE,Sliding Window,Untied Weights,No Sink (Gated)
0.0,4.828146958351136,ADAMW,Dense,Full Context,Tied Weights,Standard Attention
1.0,2.7483166098594665,ADAMW,Dense,Full Context,Tied Weights,Standard Attention
2.0,2.2068993926048277,ADAMW,Dense,Full Context,Tied Weights,Standard Attention
3.0,1.9670740246772767,ADAMW,Dense,Full Context,Tied Weights,Standard Attention
4.0,1.8411927759647368,ADAMW,Dense,Full Context,Tied Weights,Standard Attention
5.0,1.748963224887848,ADAMW,Dense,Full Context,Tied Weights,Standard Attention
6.0,1.6912572026252746,ADAMW,Dense,Full Context,Tied Weights,Standard Attention
7.0,1.6402051150798798,ADAMW,Dense,Full Context,Tied Weights,Standard Attention
8.0,1.6110819637775422,ADAMW,Dense,Full Context,Tied Weights,Standard Attention
9.0,1.5765695869922638,ADAMW,Dense,Full Context,Tied Weights,Standard Attention
10.0,1.5703700959682465,ADAMW,Dense,Full Context,Tied Weights,Standard Attention
11.0,1.5477800726890565,ADAMW,Dense,Full Context,Tied Weights,Standard Attention
12.0,1.5229771077632903,ADAMW,Dense,Full Context,Tied Weights,Standard Attention
13.0,1.5250240743160248,ADAMW,Dense,Full Context,Tied Weights,Standard Attention
14.0,1.503663992881775,ADAMW,Dense,Full Context,Tied Weights,Standard Attention
15.0,1.5135717511177063,ADAMW,Dense,Full Context,Tied Weights,Standard Attention
16.0,1.485504573583603,ADAMW,Dense,Full Context,Tied Weights,Standard Attention
17.0,1.4934916555881501,ADAMW,Dense,Full Context,Tied Weights,Standard Attention
18.0,1.4914350867271424,ADAMW,Dense,Full Context,Tied Weights,Standard Attention
0.0,4.737923097610474,ADAFACTOR,Dense,Full Context,Tied Weights,No Sink (Gated)
1.0,2.8733495235443116,ADAFACTOR,Dense,Full Context,Tied Weights,No Sink (Gated)
2.0,2.5678266644477845,ADAFACTOR,Dense,Full Context,Tied Weights,No Sink (Gated)
3.0,2.427737629413605,ADAFACTOR,Dense,Full Context,Tied Weights,No Sink (Gated)
4.0,2.3385591983795164,ADAFACTOR,Dense,Full Context,Tied Weights,No Sink (Gated)
5.0,2.206722104549408,ADAFACTOR,Dense,Full Context,Tied Weights,No Sink (Gated)
6.0,2.1047540664672852,ADAFACTOR,Dense,Full Context,Tied Weights,No Sink (Gated)
7.0,2.0384262084960936,ADAFACTOR,Dense,Full Context,Tied Weights,No Sink (Gated)
8.0,2.0225929260253905,ADAFACTOR,Dense,Full Context,Tied Weights,No Sink (Gated)
9.0,2.0065156519412994,ADAFACTOR,Dense,Full Context,Tied Weights,No Sink (Gated)
0.0,5.101909637451172,ADAMW,MoE,Sliding Window,Untied Weights,Standard Attention
1.0,2.390589439868927,ADAMW,MoE,Sliding Window,Untied Weights,Standard Attention
2.0,1.8816190838813782,ADAMW,MoE,Sliding Window,Untied Weights,Standard Attention
3.0,1.7070911705493927,ADAMW,MoE,Sliding Window,Untied Weights,Standard Attention
4.0,1.7652663052082063,ADAMW,MoE,Sliding Window,Untied Weights,Standard Attention
5.0,1.9338017225265502,ADAMW,MoE,Sliding Window,Untied Weights,Standard Attention
0.0,4.916427278518677,LION,MoE,Sliding Window,Untied Weights,Standard Attention
1.0,3.0794483065605163,LION,MoE,Sliding Window,Untied Weights,Standard Attention
2.0,2.7193344950675966,LION,MoE,Sliding Window,Untied Weights,Standard Attention
3.0,2.484771203994751,LION,MoE,Sliding Window,Untied Weights,Standard Attention
4.0,2.371840786933899,LION,MoE,Sliding Window,Untied Weights,Standard Attention
5.0,2.289540874958038,LION,MoE,Sliding Window,Untied Weights,Standard Attention
6.0,2.243870937824249,LION,MoE,Sliding Window,Untied Weights,Standard Attention
7.0,2.2516712307929994,LION,MoE,Sliding Window,Untied Weights,Standard Attention
8.0,2.2285526156425477,LION,MoE,Sliding Window,Untied Weights,Standard Attention
9.0,2.253443121910095,LION,MoE,Sliding Window,Untied Weights,Standard Attention
10.0,2.330583119392395,LION,MoE,Sliding Window,Untied Weights,Standard Attention
11.0,2.354427921772003,LION,MoE,Sliding Window,Untied Weights,Standard Attention
12.0,2.3334810972213744,LION,MoE,Sliding Window,Untied Weights,Standard Attention
13.0,2.3034271597862244,LION,MoE,Sliding Window,Untied Weights,Standard Attention
14.0,2.313724601268768,LION,MoE,Sliding Window,Untied Weights,Standard Attention
15.0,2.3363677144050596,LION,MoE,Sliding Window,Untied Weights,Standard Attention
16.0,2.3138554811477663,LION,MoE,Sliding Window,Untied Weights,Standard Attention
17.0,2.3639482378959658,LION,MoE,Sliding Window,Untied Weights,Standard Attention
18.0,2.3415823578834534,LION,MoE,Sliding Window,Untied Weights,Standard Attention
19.0,2.286200833320618,LION,MoE,Sliding Window,Untied Weights,Standard Attention
20.0,2.2730535864830017,LION,MoE,Sliding Window,Untied Weights,Standard Attention
21.0,2.2393462538719175,LION,MoE,Sliding Window,Untied Weights,Standard Attention
22.0,2.220306658744812,LION,MoE,Sliding Window,Untied Weights,Standard Attention
23.0,2.2074056267738342,LION,MoE,Sliding Window,Untied Weights,Standard Attention
24.0,2.2048187255859375,LION,MoE,Sliding Window,Untied Weights,Standard Attention
25.0,2.1813228368759154,LION,MoE,Sliding Window,Untied Weights,Standard Attention
26.0,2.1732961416244505,LION,MoE,Sliding Window,Untied Weights,Standard Attention
27.0,2.1692670464515684,LION,MoE,Sliding Window,Untied Weights,Standard Attention
0.0,4.623181080818176,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
1.0,2.709900510311127,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
2.0,2.1749516487121583,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
3.0,1.952126044034958,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
4.0,1.8138785719871522,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
5.0,1.7542667508125305,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
6.0,1.7210565865039826,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
0.0,4.5388751983642575,ADAMW,Dense,Full Context,Untied Weights,No Sink (Gated)
1.0,2.55507116317749,ADAMW,Dense,Full Context,Untied Weights,No Sink (Gated)
2.0,2.2112048745155333,ADAMW,Dense,Full Context,Untied Weights,No Sink (Gated)
3.0,2.006869727373123,ADAMW,Dense,Full Context,Untied Weights,No Sink (Gated)
4.0,1.8603740692138673,ADAMW,Dense,Full Context,Untied Weights,No Sink (Gated)
5.0,1.7501522779464722,ADAMW,Dense,Full Context,Untied Weights,No Sink (Gated)
6.0,1.6886948823928833,ADAMW,Dense,Full Context,Untied Weights,No Sink (Gated)
7.0,1.6361834824085235,ADAMW,Dense,Full Context,Untied Weights,No Sink (Gated)
8.0,1.6118558168411254,ADAMW,Dense,Full Context,Untied Weights,No Sink (Gated)
9.0,1.5801692128181457,ADAMW,Dense,Full Context,Untied Weights,No Sink (Gated)
10.0,1.5634630978107453,ADAMW,Dense,Full Context,Untied Weights,No Sink (Gated)
11.0,1.5521903336048126,ADAMW,Dense,Full Context,Untied Weights,No Sink (Gated)
12.0,1.5462151765823364,ADAMW,Dense,Full Context,Untied Weights,No Sink (Gated)
13.0,1.5545795559883118,ADAMW,Dense,Full Context,Untied Weights,No Sink (Gated)
0.0,5.04174838066101,LION,MoE,Full Context,Tied Weights,Standard Attention
1.0,3.1314807891845704,LION,MoE,Full Context,Tied Weights,Standard Attention
2.0,2.799701154232025,LION,MoE,Full Context,Tied Weights,Standard Attention
3.0,2.6156635165214537,LION,MoE,Full Context,Tied Weights,Standard Attention
4.0,2.508341360092163,LION,MoE,Full Context,Tied Weights,Standard Attention
5.0,2.4169901251792907,LION,MoE,Full Context,Tied Weights,Standard Attention
6.0,2.3573620319366455,LION,MoE,Full Context,Tied Weights,Standard Attention
7.0,2.3121147632598875,LION,MoE,Full Context,Tied Weights,Standard Attention
8.0,2.2870738387107847,LION,MoE,Full Context,Tied Weights,Standard Attention
9.0,2.279548716545105,LION,MoE,Full Context,Tied Weights,Standard Attention
0.0,5.018074083328247,LION,Dense,Sliding Window,Tied Weights,No Sink (Gated)
1.0,2.5719911813735963,LION,Dense,Sliding Window,Tied Weights,No Sink (Gated)
2.0,2.32805997133255,LION,Dense,Sliding Window,Tied Weights,No Sink (Gated)
3.0,2.1569809556007384,LION,Dense,Sliding Window,Tied Weights,No Sink (Gated)
4.0,2.0704043984413145,LION,Dense,Sliding Window,Tied Weights,No Sink (Gated)
5.0,2.030055010318756,LION,Dense,Sliding Window,Tied Weights,No Sink (Gated)
6.0,2.01968452334404,LION,Dense,Sliding Window,Tied Weights,No Sink (Gated)
7.0,1.9895336627960205,LION,Dense,Sliding Window,Tied Weights,No Sink (Gated)
8.0,1.9849910020828248,LION,Dense,Sliding Window,Tied Weights,No Sink (Gated)
9.0,1.9422173082828522,LION,Dense,Sliding Window,Tied Weights,No Sink (Gated)
10.0,1.9428255558013916,LION,Dense,Sliding Window,Tied Weights,No Sink (Gated)
11.0,1.906237357854843,LION,Dense,Sliding Window,Tied Weights,No Sink (Gated)
0.0,4.979092717170715,ADAMW,Dense,Full Context,Tied Weights,Standard Attention
1.0,2.911606419086456,ADAMW,Dense,Full Context,Tied Weights,Standard Attention
2.0,2.3593165278434753,ADAMW,Dense,Full Context,Tied Weights,Standard Attention
3.0,2.1033731579780577,ADAMW,Dense,Full Context,Tied Weights,Standard Attention
4.0,1.9697261095046996,ADAMW,Dense,Full Context,Tied Weights,Standard Attention
5.0,1.866243577003479,ADAMW,Dense,Full Context,Tied Weights,Standard Attention
6.0,1.8057161450386048,ADAMW,Dense,Full Context,Tied Weights,Standard Attention
7.0,1.7433845341205596,ADAMW,Dense,Full Context,Tied Weights,Standard Attention
8.0,1.7082437753677369,ADAMW,Dense,Full Context,Tied Weights,Standard Attention
9.0,1.681316077709198,ADAMW,Dense,Full Context,Tied Weights,Standard Attention
10.0,1.6626158356666565,ADAMW,Dense,Full Context,Tied Weights,Standard Attention
11.0,1.6322864234447478,ADAMW,Dense,Full Context,Tied Weights,Standard Attention
12.0,1.6073686897754669,ADAMW,Dense,Full Context,Tied Weights,Standard Attention
13.0,1.6052484154701232,ADAMW,Dense,Full Context,Tied Weights,Standard Attention
14.0,1.5862554728984832,ADAMW,Dense,Full Context,Tied Weights,Standard Attention
15.0,1.5863966524600983,ADAMW,Dense,Full Context,Tied Weights,Standard Attention
16.0,1.5500729858875275,ADAMW,Dense,Full Context,Tied Weights,Standard Attention
17.0,1.5477801144123078,ADAMW,Dense,Full Context,Tied Weights,Standard Attention
18.0,1.544543045759201,ADAMW,Dense,Full Context,Tied Weights,Standard Attention
19.0,1.5255025148391723,ADAMW,Dense,Full Context,Tied Weights,Standard Attention
20.0,1.5237665712833404,ADAMW,Dense,Full Context,Tied Weights,Standard Attention
21.0,1.5302514612674714,ADAMW,Dense,Full Context,Tied Weights,Standard Attention
22.0,1.5145881175994873,ADAMW,Dense,Full Context,Tied Weights,Standard Attention
23.0,1.5050195157527924,ADAMW,Dense,Full Context,Tied Weights,Standard Attention
24.0,1.49973167181015,ADAMW,Dense,Full Context,Tied Weights,Standard Attention
25.0,1.514710384607315,ADAMW,Dense,Full Context,Tied Weights,Standard Attention
26.0,1.4988045692443848,ADAMW,Dense,Full Context,Tied Weights,Standard Attention
27.0,1.4953165709972382,ADAMW,Dense,Full Context,Tied Weights,Standard Attention
0.0,4.831202340126038,ADAMW,MoE,Sliding Window,Untied Weights,Standard Attention
1.0,2.4563990354537966,ADAMW,MoE,Sliding Window,Untied Weights,Standard Attention
2.0,1.9303792536258697,ADAMW,MoE,Sliding Window,Untied Weights,Standard Attention
3.0,1.7710776448249816,ADAMW,MoE,Sliding Window,Untied Weights,Standard Attention
0.0,5.028985071182251,ADAFACTOR,MoE,Full Context,Untied Weights,Standard Attention
1.0,3.101191830635071,ADAFACTOR,MoE,Full Context,Untied Weights,Standard Attention
2.0,2.7938604593276977,ADAFACTOR,MoE,Full Context,Untied Weights,Standard Attention
3.0,2.5507091283798218,ADAFACTOR,MoE,Full Context,Untied Weights,Standard Attention
4.0,2.356238090991974,ADAFACTOR,MoE,Full Context,Untied Weights,Standard Attention
5.0,2.18534060716629,ADAFACTOR,MoE,Full Context,Untied Weights,Standard Attention
6.0,2.0273173272609712,ADAFACTOR,MoE,Full Context,Untied Weights,Standard Attention
7.0,1.9232637882232666,ADAFACTOR,MoE,Full Context,Untied Weights,Standard Attention
8.0,1.8569202244281768,ADAFACTOR,MoE,Full Context,Untied Weights,Standard Attention
9.0,1.818819922208786,ADAFACTOR,MoE,Full Context,Untied Weights,Standard Attention
10.0,1.793050181865692,ADAFACTOR,MoE,Full Context,Untied Weights,Standard Attention
11.0,1.7903524518013,ADAFACTOR,MoE,Full Context,Untied Weights,Standard Attention
0.0,4.628212547302246,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
1.0,2.8120257377624513,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
2.0,2.274817204475403,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
3.0,2.0221385300159453,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
4.0,1.947476851940155,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
5.0,1.8325726747512818,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
6.0,1.7584834933280944,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
7.0,1.7066958963871002,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
8.0,1.6959059834480286,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
9.0,1.652168881893158,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
10.0,1.6458159744739533,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
11.0,1.6357516407966615,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
12.0,1.6365721642971038,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
13.0,1.615396922826767,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
14.0,1.599595981836319,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
15.0,1.5947331666946412,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
16.0,1.5458298563957213,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
17.0,1.5573289930820464,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
18.0,1.575839775800705,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
19.0,1.5674816191196441,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
20.0,1.5477610647678375,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
21.0,1.5842803239822387,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
22.0,1.5152554929256439,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
23.0,1.5347572982311248,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
24.0,1.5299895048141479,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
25.0,1.5549304068088532,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
26.0,1.5681062459945678,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
27.0,1.5321506142616272,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
28.0,1.5688335299491882,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
29.0,1.5733880639076232,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
30.0,1.5651335060596465,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
31.0,1.551026952266693,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
32.0,1.5417185306549073,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
33.0,1.5715694785118104,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
34.0,1.5651566326618194,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
35.0,1.557204008102417,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
36.0,1.55427428483963,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
37.0,1.5757085740566255,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
38.0,1.6108604609966277,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
39.0,1.5947820246219635,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
40.0,1.5800919234752655,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
41.0,1.632213020324707,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
42.0,1.5875957608222961,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
43.0,1.6467130601406097,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
44.0,1.6096424341201783,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
45.0,1.6233502447605133,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
46.0,1.6228943288326263,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
47.0,1.5925109148025514,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
48.0,1.6330789148807525,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
49.0,1.6368878304958343,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
50.0,1.6378753423690795,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
51.0,1.6151979923248292,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
52.0,1.6488675892353057,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
53.0,1.6708569705486298,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
54.0,1.6207994878292085,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
55.0,1.6387756943702698,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
0.0,4.594614624977112,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
1.0,2.937506985664368,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
2.0,2.371405577659607,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
3.0,2.027279186248779,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
4.0,1.88622944355011,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
5.0,1.758557105064392,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
6.0,1.6899019598960876,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
7.0,1.6429629027843475,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
8.0,1.610217696428299,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
9.0,1.5853381633758545,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
10.0,1.5792191565036773,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
11.0,1.560943454504013,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
12.0,1.5544592499732972,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
13.0,1.5563289821147919,ADAMW,Dense,Sliding Window,Untied Weights,Standard Attention
0.0,4.5666628122329715,ADAMW,Dense,Full Context,Untied Weights,Standard Attention
1.0,2.5219537019729614,ADAMW,Dense,Full Context,Untied Weights,Standard Attention
2.0,2.052517867088318,ADAMW,Dense,Full Context,Untied Weights,Standard Attention
3.0,1.8774162828922272,ADAMW,Dense,Full Context,Untied Weights,Standard Attention
4.0,1.7768136262893677,ADAMW,Dense,Full Context,Untied Weights,Standard Attention
5.0,1.7136745929718018,ADAMW,Dense,Full Context,Untied Weights,Standard Attention
6.0,1.661926454305649,ADAMW,Dense,Full Context,Untied Weights,Standard Attention
7.0,1.6475573778152466,ADAMW,Dense,Full Context,Untied Weights,Standard Attention
8.0,1.6268420577049256,ADAMW,Dense,Full Context,Untied Weights,Standard Attention
9.0,1.6070656776428223,ADAMW,Dense,Full Context,Untied Weights,Standard Attention
10.0,1.57181978225708,ADAMW,Dense,Full Context,Untied Weights,Standard Attention
11.0,1.5650071442127227,ADAMW,Dense,Full Context,Untied Weights,Standard Attention
12.0,1.5479012191295625,ADAMW,Dense,Full Context,Untied Weights,Standard Attention
13.0,1.5274410188198089,ADAMW,Dense,Full Context,Untied Weights,Standard Attention
14.0,1.5120583057403565,ADAMW,Dense,Full Context,Untied Weights,Standard Attention
15.0,1.5063095211982727,ADAMW,Dense,Full Context,Untied Weights,Standard Attention
16.0,1.481620854139328,ADAMW,Dense,Full Context,Untied Weights,Standard Attention
17.0,1.4766230583190918,ADAMW,Dense,Full Context,Untied Weights,Standard Attention
18.0,1.4627204954624176,ADAMW,Dense,Full Context,Untied Weights,Standard Attention
19.0,1.44193474650383,ADAMW,Dense,Full Context,Untied Weights,Standard Attention
20.0,1.451073944568634,ADAMW,Dense,Full Context,Untied Weights,Standard Attention
21.0,1.4408538699150086,ADAMW,Dense,Full Context,Untied Weights,Standard Attention
22.0,1.4382935166358948,ADAMW,Dense,Full Context,Untied Weights,Standard Attention
23.0,1.4407612562179566,ADAMW,Dense,Full Context,Untied Weights,Standard Attention
0.0,4.821229863166809,ADAMW,Dense,Sliding Window,Tied Weights,Standard Attention
1.0,2.6330259442329407,ADAMW,Dense,Sliding Window,Tied Weights,Standard Attention
2.0,2.040290629863739,ADAMW,Dense,Sliding Window,Tied Weights,Standard Attention
3.0,1.843381267786026,ADAMW,Dense,Sliding Window,Tied Weights,Standard Attention
4.0,1.6834016621112824,ADAMW,Dense,Sliding Window,Tied Weights,Standard Attention
5.0,1.619909930229187,ADAMW,Dense,Sliding Window,Tied Weights,Standard Attention
6.0,1.5695610165596008,ADAMW,Dense,Sliding Window,Tied Weights,Standard Attention
7.0,1.5513079285621643,ADAMW,Dense,Sliding Window,Tied Weights,Standard Attention
8.0,1.5453136444091797,ADAMW,Dense,Sliding Window,Tied Weights,Standard Attention
9.0,1.5482243120670318,ADAMW,Dense,Sliding Window,Tied Weights,Standard Attention
10.0,1.5259939074516295,ADAMW,Dense,Sliding Window,Tied Weights,Standard Attention
11.0,1.5723288297653197,ADAMW,Dense,Sliding Window,Tied Weights,Standard Attention
12.0,1.6012364029884338,ADAMW,Dense,Sliding Window,Tied Weights,Standard Attention
13.0,1.6474617183208466,ADAMW,Dense,Sliding Window,Tied Weights,Standard Attention
14.0,1.7227822184562682,ADAMW,Dense,Sliding Window,Tied Weights,Standard Attention
15.0,1.807587343454361,ADAMW,Dense,Sliding Window,Tied Weights,Standard Attention
16.0,1.8815773665904998,ADAMW,Dense,Sliding Window,Tied Weights,Standard Attention
17.0,1.9204989910125732,ADAMW,Dense,Sliding Window,Tied Weights,Standard Attention
18.0,1.9488518178462981,ADAMW,Dense,Sliding Window,Tied Weights,Standard Attention
0.0,4.63965322971344,ADAMW,Dense,Sliding Window,Untied Weights,No Sink (Gated)
1.0,2.2121421217918398,ADAMW,Dense,Sliding Window,Untied Weights,No Sink (Gated)
2.0,1.8828609824180602,ADAMW,Dense,Sliding Window,Untied Weights,No Sink (Gated)
3.0,1.8047336876392364,ADAMW,Dense,Sliding Window,Untied Weights,No Sink (Gated)
4.0,1.7373380005359649,ADAMW,Dense,Sliding Window,Untied Weights,No Sink (Gated)
5.0,1.717537134885788,ADAMW,Dense,Sliding Window,Untied Weights,No Sink (Gated)
6.0,1.673266977071762,ADAMW,Dense,Sliding Window,Untied Weights,No Sink (Gated)
7.0,1.672147661447525,ADAMW,Dense,Sliding Window,Untied Weights,No Sink (Gated)
8.0,1.6851322650909424,ADAMW,Dense,Sliding Window,Untied Weights,No Sink (Gated)
9.0,1.6624548971652984,ADAMW,Dense,Sliding Window,Untied Weights,No Sink (Gated)
10.0,1.707109308242798,ADAMW,Dense,Sliding Window,Untied Weights,No Sink (Gated)
11.0,1.6797044277191162,ADAMW,Dense,Sliding Window,Untied Weights,No Sink (Gated)
12.0,1.6977882027626037,ADAMW,Dense,Sliding Window,Untied Weights,No Sink (Gated)
13.0,1.7395677626132966,ADAMW,Dense,Sliding Window,Untied Weights,No Sink (Gated)
14.0,1.7205810606479646,ADAMW,Dense,Sliding Window,Untied Weights,No Sink (Gated)
15.0,1.781030136346817,ADAMW,Dense,Sliding Window,Untied Weights,No Sink (Gated)
16.0,1.7225493848323823,ADAMW,Dense,Sliding Window,Untied Weights,No Sink (Gated)
17.0,1.6600825548171998,ADAMW,Dense,Sliding Window,Untied Weights,No Sink (Gated)
18.0,1.6667350709438324,ADAMW,Dense,Sliding Window,Untied Weights,No Sink (Gated)
19.0,1.66412912607193,ADAMW,Dense,Sliding Window,Untied Weights,No Sink (Gated)
20.0,1.630497193336487,ADAMW,Dense,Sliding Window,Untied Weights,No Sink (Gated)
21.0,1.6397254467010498,ADAMW,Dense,Sliding Window,Untied Weights,No Sink (Gated)
22.0,1.6060139000415803,ADAMW,Dense,Sliding Window,Untied Weights,No Sink (Gated)
23.0,1.6002003788948058,ADAMW,Dense,Sliding Window,Untied Weights,No Sink (Gated)
24.0,1.5720594763755797,ADAMW,Dense,Sliding Window,Untied Weights,No Sink (Gated)
25.0,1.6162656545639038,ADAMW,Dense,Sliding Window,Untied Weights,No Sink (Gated)
26.0,1.5603517651557923,ADAMW,Dense,Sliding Window,Untied Weights,No Sink (Gated)
